157,155,67,156,155,66
160,155,65,158,158,67
160,155,65,158,157,67
160,162,65,158,158,67
160,155,65,156,156,66
156,155,67,156,155,66
157,163,67,158,157,67
161,162,65,160,160,68
161,163,67,158,158,67
160,155,68,159,159,68
154,148,64,151,151,63
160,162,65,158,158,67
157,163,67,158,157,66
161,163,67,158,157,66
160,155,65,158,157,67
160,155,65,158,158,67
160,162,65,159,159,68
160,155,65,158,157,66
153,152,64,152,152,64
160,155,65,158,157,67
160,155,65,157,157,66
160,155,64,157,156,66
154,154,65,156,156,66
157,155,67,156,156,66
160,155,65,157,156,66
161,163,67,158,158,67
154,152,64,153,152,64
157,155,67,156,156,66
160,155,65,157,156,66
160,155,65,158,158,67
157,163,67,157,157,66
157,157,67,155,155,65
160,155,68,157,157,67
154,155,64,157,156,66
157,163,67,157,157,66
157,155,67,156,156,66
160,155,65,157,156,66
156,157,67,158,158,66
153,152,64,153,152,64
156,163,67,157,157,66
160,155,65,157,157,66
160,155,65,157,156,66
160,155,65,157,157,66
160,155,64,156,156,66
160,155,65,157,157,66
156,155,67,157,156,66
145,145,60,148,148,61
160,155,65,158,157,67
160,155,65,157,156,66
160,162,65,159,159,68
157,163,67,157,157,66
160,155,65,158,158,67
160,155,65,157,157,66
160,155,65,157,157,67
156,157,67,157,157,66
160,155,65,158,158,67
160,155,65,158,157,66
160,155,65,158,158,67
160,155,64,157,157,66
156,157,67,157,157,66
157,155,67,157,157,66
160,155,65,157,157,66
160,155,65,159,158,67
157,163,67,157,157,66
157,155,67,157,157,66
160,155,65,156,156,66
156,155,66,155,155,65
160,155,65,156,156,66
160,155,65,158,157,67
157,163,67,158,157,67
161,157,67,157,157,66
156,163,67,157,157,66
156,157,67,156,156,66
160,155,65,157,156,66
161,163,67,158,158,67
160,155,65,157,157,66
160,155,68,158,158,67
154,154,67,152,152,64
157,163,67,156,156,66
156,163,67,157,157,66
161,163,67,159,158,67
161,163,67,159,158,67
160,155,65,157,157,66
161,163,67,159,158,67
161,157,67,159,158,67
157,155,67,156,156,66
157,155,67,157,156,66
160,155,65,158,158,67
156,157,67,156,157,66
157,155,67,157,156,66
160,162,65,159,159,67
161,163,67,158,158,66
161,163,67,158,158,67
154,148,60,150,150,62
160,155,65,158,158,67
160,162,65,158,158,67
161,163,67,158,159,67
157,163,67,158,158,67
157,163,67,159,158,67
161,163,67,159,159,67
