"[0.598854317, 0.025323781, 0.375821902, 0.610946971, 0.002072538, 0.386980491, 0.637447009, 0.052611506, 0.309941485, 0.698569121, 0.000100512, 0.301330366, 0.45742565, 0.020472709, 0.522101641]",[[72.466125]]
"[0.312043034, 0.683236095, 0.004720871, 0.30547876, 0.691220125, 0.003301115, 0.522626275, 0.458304144, 0.019069581, 0.324226214, 0.63765771, 0.038116076, 0.342910939, 0.653577518, 0.003511544]",[[98.24581]]
"[0.388522969, 0.157471367, 0.454005663, 0.351297611, 0.028966666, 0.619735723, 0.397162807, 0.098067591, 0.504769602, 0.305144959, 0.051090285, 0.643764756, 0.407238817, 0.065499115, 0.527262068]",[[41.81099]]
