192,245,100,193,244,106
192,243,100,193,244,106
191,255,101,194,244,107
192,245,100,192,242,105
191,255,101,194,244,107
192,242,100,191,242,104
191,244,101,193,244,106
192,245,102,193,243,106
191,255,101,194,244,107
192,245,100,194,244,106
192,245,102,194,244,107
192,245,99,192,243,105
192,245,102,192,243,106
192,255,102,195,246,108
192,243,100,192,242,105
192,245,102,195,245,108
192,245,102,194,244,106
192,243,100,193,244,106
191,244,101,193,244,106
191,242,101,192,243,106
192,245,100,192,243,105
192,243,100,192,243,106
186,238,99,187,238,101
192,245,102,194,245,107
192,245,100,193,244,106
192,243,100,193,243,106
192,245,102,194,244,107
191,242,101,192,243,105
192,245,102,194,244,106
192,245,102,194,244,107
192,245,102,194,244,107
192,243,100,193,243,106
192,245,102,195,245,107
191,242,101,193,243,106
191,244,101,194,244,106
191,242,101,193,244,106
191,244,101,193,244,106
191,244,101,193,244,106
191,244,101,194,244,106
192,245,102,193,244,106
191,244,101,193,244,106
192,245,100,193,244,106
192,243,100,192,243,106
192,243,100,193,244,106
191,244,101,192,243,105
191,242,101,192,243,106
192,245,102,194,244,106
192,243,100,193,244,106
192,245,102,195,245,107
191,244,101,193,244,106
191,242,101,193,244,106
192,243,100,192,243,105
192,245,102,194,244,106
191,244,101,193,243,106
191,242,101,193,243,106
191,244,101,193,244,106
191,242,101,193,244,106
191,244,101,194,244,106
192,245,102,194,244,107
192,243,102,193,244,106
192,245,102,193,243,106
191,242,101,193,244,106
192,243,100,192,243,105
192,245,102,194,244,107
192,243,100,193,244,106
192,245,102,193,244,106
192,245,102,193,244,106
188,240,97,187,238,101
192,245,102,194,245,107
192,245,102,195,245,107
192,245,102,194,245,107
191,244,101,193,244,106
191,242,101,193,244,106
191,244,101,193,243,106
192,245,100,193,243,106
191,244,101,193,244,106
192,255,102,195,246,108
192,245,102,193,244,106
192,245,102,194,245,107
192,245,102,194,245,107
192,245,102,194,245,107
192,245,100,193,244,106
191,244,101,193,244,106
191,242,101,193,243,106
191,242,101,193,244,106
192,245,102,194,244,106
192,243,100,193,243,106
190,243,100,192,242,105
192,245,102,194,245,107
191,242,101,193,243,105
192,245,102,192,243,106
192,245,102,193,244,107
192,245,100,193,244,106
192,245,102,194,244,106
192,245,100,192,244,105
192,242,99,191,242,104
192,245,100,194,245,106
192,245,100,193,244,105
191,244,101,192,244,105
192,245,100,192,243,104
