510,590,421,1586
509,589,420,1584
509,589,420,1584
509,589,420,1584
509,589,420,1584
509,589,420,1583
509,589,420,1584
509,589,420,1583
509,589,420,1582
508,588,420,1581
508,588,420,1581
508,588,420,1581
509,589,420,1583
509,589,420,1583
509,589,421,1584
510,590,421,1585
510,590,421,1586
510,590,421,1586
510,590,421,1585
509,589,421,1584
509,589,420,1584
509,589,420,1583
509,589,420,1583
509,589,420,1582
509,588,420,1581
508,588,420,1580
508,587,419,1579
508,587,419,1579
508,587,419,1578
507,587,419,1578
507,587,419,1577
507,586,418,1576
507,586,418,1577
507,587,419,1578
507,587,419,1577
507,586,418,1577
507,587,419,1577
507,586,418,1576
507,586,418,1576
507,586,418,1577
507,587,418,1577
507,586,418,1577
507,586,418,1576
507,586,418,1575
506,586,418,1574
506,586,418,1574
506,585,418,1574
506,585,418,1574
506,585,418,1574
506,585,418,1574
507,586,418,1576
507,587,418,1577
507,587,419,1578
508,587,419,1578
508,587,419,1578
507,586,418,1577
507,586,418,1577
507,586,418,1577
507,587,418,1577
508,587,419,1578
508,587,419,1578
508,587,419,1578
507,587,419,1577
507,586,418,1576
507,586,418,1575
506,585,418,1574
506,585,417,1573
506,585,417,1573
506,585,417,1573
506,585,417,1574
506,586,418,1574
507,586,418,1575
507,586,418,1575
507,586,418,1576
507,586,418,1576
507,586,418,1576
507,586,418,1575
507,586,418,1575
507,586,418,1576
507,586,418,1577
507,587,419,1577
507,586,419,1577
507,586,418,1576
507,586,418,1576
507,586,418,1575
507,586,418,1575
507,586,418,1575
507,586,418,1574
506,585,417,1571
505,583,416,1569
504,583,416,1567
503,582,415,1564
503,581,415,1563
502,581,415,1563
502,581,415,1562
503,581,415,1563
503,582,415,1564
504,583,416,1567
505,584,416,1570
506,584,417,1571
