242,255,255,236,254,254
239,255,255,235,254,254
237,255,255,236,254,254
242,255,255,237,254,254
237,255,255,235,254,254
242,255,255,235,254,254
242,255,255,235,254,254
237,255,255,232,254,254
240,255,255,238,254,254
237,255,255,235,254,254
237,255,255,234,254,254
242,255,255,239,254,254
237,255,255,234,254,254
242,255,255,238,254,254
237,255,255,235,254,254
240,255,255,236,254,254
236,255,255,233,254,254
237,255,255,235,254,254
237,255,255,234,254,254
239,255,255,236,254,254
237,255,255,235,254,254
237,255,255,235,254,254
237,255,255,235,254,254
237,255,255,234,254,254
237,255,255,234,254,254
237,255,255,235,254,254
237,255,255,235,254,254
239,255,255,234,254,254
239,255,255,234,254,254
239,255,255,236,254,254
242,255,255,238,254,254
239,255,255,235,254,254
239,255,255,236,254,254
239,255,255,234,254,254
237,255,255,235,254,254
237,255,255,234,254,254
239,255,255,235,254,254
237,255,255,235,254,254
229,255,255,230,254,254
239,255,255,234,254,254
237,255,255,235,254,254
237,255,255,235,254,254
237,255,255,235,254,254
237,255,255,234,254,254
237,255,255,234,254,254
237,255,255,235,254,254
240,255,255,236,254,254
223,255,255,226,253,254
237,255,255,233,254,254
237,255,255,235,254,254
236,255,255,234,254,254
237,255,255,234,254,254
237,255,255,234,254,254
239,255,255,235,254,254
242,255,255,236,254,254
237,255,255,233,254,254
239,255,255,236,254,254
239,255,255,234,254,254
239,255,255,236,254,254
239,255,255,235,254,254
237,255,255,235,254,254
237,255,255,235,254,254
239,255,255,233,254,254
240,255,255,235,254,254
239,255,255,237,254,254
239,255,255,234,254,254
237,255,255,234,254,254
242,255,255,236,254,254
237,255,255,235,254,254
237,255,255,234,254,254
237,255,255,233,254,254
233,255,255,232,254,254
240,255,255,236,254,254
240,255,255,235,254,254
239,255,255,236,254,254
242,255,255,236,254,254
239,255,255,235,254,254
236,255,255,234,254,254
237,255,255,234,254,254
239,255,255,233,254,254
239,255,255,233,254,254
237,255,255,236,254,254
237,255,255,234,254,254
239,255,255,234,254,254
237,255,255,234,254,254
237,255,255,235,254,254
237,255,255,234,254,254
237,255,255,235,254,254
237,255,255,235,254,254
237,255,255,235,254,254
239,255,255,235,254,254
239,255,255,234,254,254
237,255,255,234,254,254
237,255,255,235,254,254
242,255,255,235,254,254
236,255,255,233,254,254
239,255,255,234,254,254
237,255,255,235,254,254
237,255,255,235,254,254
237,255,255,234,254,254
