204,239,150,204,236,154
207,239,158,206,238,156
207,237,151,205,237,155
207,241,158,205,237,155
204,241,158,205,238,155
206,237,151,204,236,154
205,236,150,203,235,154
206,236,152,204,236,154
207,239,151,203,236,154
206,236,150,203,235,153
206,236,152,203,235,154
206,236,150,204,236,154
206,236,152,204,236,154
207,237,151,205,237,155
210,245,159,206,238,156
205,236,150,202,234,153
204,241,158,205,237,155
206,236,150,204,236,154
205,236,150,203,235,153
205,236,152,203,235,153
206,236,152,203,236,154
207,239,150,204,236,154
205,236,150,203,235,153
206,236,152,204,236,154
206,236,152,204,236,154
206,236,150,204,236,154
206,237,151,203,235,154
206,237,151,203,235,154
206,237,151,204,236,154
200,231,148,197,229,148
206,237,151,203,235,154
205,236,152,203,235,154
210,236,151,205,237,155
207,237,151,204,236,154
203,239,150,202,235,153
206,236,150,204,236,154
206,236,152,203,236,154
207,239,151,202,234,153
204,239,150,203,235,154
206,236,152,203,236,154
207,243,151,205,237,155
206,237,151,204,236,154
206,239,151,203,235,153
205,236,152,203,235,153
206,243,151,204,236,155
203,237,151,202,234,153
197,232,151,199,230,150
205,236,150,203,235,153
205,241,151,204,236,154
206,237,151,203,236,154
207,239,151,203,234,153
205,236,152,203,235,153
206,237,151,203,235,153
205,241,151,204,236,154
205,236,151,203,235,153
208,237,151,203,235,154
207,239,150,204,236,154
206,237,151,203,235,154
205,236,150,202,234,152
205,236,151,203,235,154
206,236,152,203,235,153
205,241,151,203,235,153
206,236,152,203,235,153
204,232,152,203,234,153
207,239,151,203,235,154
205,236,152,203,235,153
205,236,152,203,235,154
206,238,152,203,235,153
205,236,152,203,235,153
206,237,151,202,234,153
205,241,152,203,235,154
206,236,152,203,235,154
206,237,151,203,235,154
205,241,157,204,236,154
200,234,150,198,229,149
205,236,152,203,235,153
206,237,152,201,233,152
203,239,150,201,233,152
206,238,150,203,235,153
203,237,151,201,233,152
206,237,152,203,235,154
205,241,151,204,236,154
205,241,151,203,236,154
205,236,152,203,235,154
205,236,150,203,235,153
207,239,150,204,236,154
205,236,151,203,235,153
207,239,151,203,235,153
203,236,150,200,232,151
206,237,151,202,234,153
205,241,151,204,236,154
205,239,151,202,235,153
206,237,151,203,235,153
207,239,150,204,236,154
205,236,151,203,235,154
205,236,151,203,235,154
203,239,150,202,234,152
203,237,151,202,234,153
205,239,151,203,235,154
203,237,151,202,233,152
