214,222,192,207,215,188
214,222,195,207,215,188
215,222,197,208,216,189
214,222,192,207,215,188
213,220,195,206,214,187
214,222,191,206,214,186
213,220,195,206,214,187
214,222,192,207,215,188
216,222,195,210,218,190
213,220,195,206,214,187
213,220,195,206,214,187
213,220,195,207,215,188
214,222,188,206,214,186
204,215,188,199,206,180
213,219,188,204,212,185
214,222,191,207,215,187
213,219,192,208,216,189
213,220,191,208,216,188
215,220,194,209,217,190
213,220,194,207,216,188
214,222,192,208,216,189
213,219,192,207,215,188
214,222,192,208,216,189
213,224,195,210,218,190
213,224,195,213,221,193
214,215,188,207,214,187
211,224,193,211,219,191
213,220,194,210,218,190
215,220,198,211,219,192
213,224,192,208,217,189
216,220,195,211,219,191
213,220,194,208,216,188
213,224,192,207,216,188
213,224,192,208,216,189
213,224,192,207,216,188
214,222,193,207,215,188
213,220,195,204,212,185
214,222,191,205,213,186
214,222,191,205,213,186
218,225,198,216,224,196
218,220,198,214,222,194
218,225,198,215,223,195
217,224,197,215,223,195
218,231,198,218,226,199
223,229,199,219,227,199
223,224,202,218,226,198
221,227,202,217,225,197
221,231,197,218,226,198
221,224,197,218,226,198
222,234,198,219,227,200
221,224,197,218,226,199
223,229,202,219,227,200
223,224,197,218,226,199
221,224,197,218,226,198
215,222,194,213,221,193
214,220,195,213,221,193
215,224,193,211,219,191
216,224,195,212,220,192
215,220,194,210,219,191
215,220,194,211,219,192
218,226,198,212,220,193
215,220,194,211,219,192
218,224,195,212,221,193
218,222,194,211,219,192
218,222,194,211,219,192
215,220,194,211,219,191
214,222,195,210,218,190
213,220,192,210,218,190
213,219,192,209,217,189
215,220,194,211,219,191
215,220,194,210,218,190
213,224,195,210,218,190
213,224,192,210,218,190
213,224,192,209,217,190
209,215,188,205,213,185
213,222,194,210,218,190
213,220,195,207,215,187
213,224,192,208,216,189
213,220,195,207,215,188
213,224,195,208,216,189
213,224,192,207,215,188
213,224,192,208,216,189
214,222,192,207,215,188
214,222,191,207,215,188
213,220,191,207,215,188
213,224,192,208,216,189
214,222,191,206,214,187
214,222,191,207,215,187
208,215,185,201,208,182
223,224,200,216,224,198
133,143,126,157,166,147
85,255,80,113,120,104
255,255,255,169,174,166
255,255,255,173,181,163
142,137,131,133,142,123
174,191,163,175,184,162
208,219,189,207,215,188
211,217,191,209,217,189
208,219,189,209,216,189
213,219,188,208,217,189
214,222,188,211,219,191
214,222,195,211,219,192
214,222,191,210,218,191
213,219,188,209,217,189
208,219,189,207,215,188
208,215,191,208,216,189
208,217,191,207,215,188
214,220,189,209,217,189
214,222,188,211,218,191
213,219,188,210,218,190
214,221,191,210,218,190
213,219,188,209,217,189
208,215,191,209,217,189
202,210,187,203,211,184
214,220,189,210,218,190
213,219,188,209,217,190
214,220,191,210,218,190
213,219,188,209,217,190
209,215,188,208,215,188
208,219,189,208,216,189
213,219,188,209,217,190
214,220,191,211,219,191
213,219,188,210,218,190
214,222,191,210,218,191
214,220,188,210,218,190
214,220,193,209,217,190
214,222,188,210,218,191
214,222,191,210,218,190
214,222,191,209,217,190
206,217,191,206,214,187
214,220,191,212,219,192
209,215,188,208,216,188
213,219,188,209,217,190
214,221,188,210,217,190
214,215,188,209,217,189
213,219,188,208,216,189
214,222,188,210,218,190
214,222,191,210,218,190
214,222,191,210,218,190
214,222,188,210,217,190
213,219,188,209,217,190
208,219,189,208,216,188
208,219,189,208,216,188
214,222,188,210,218,191
214,222,195,212,220,192
214,222,195,212,220,193
211,222,191,209,217,189
214,222,188,210,218,190
208,219,189,209,216,189
208,219,189,207,215,188
207,219,188,207,215,188
213,219,188,208,216,189
214,222,188,210,217,190
214,222,191,210,218,190
214,222,188,210,218,190
214,222,191,209,217,190
213,219,188,209,217,190
211,219,193,208,216,188
213,219,188,210,218,190
214,215,188,209,217,190
214,220,191,211,219,192
213,219,188,209,216,189
214,222,195,212,220,193
208,219,189,208,216,189
211,217,191,209,217,189
213,219,188,208,216,189
213,219,188,209,217,190
213,219,188,209,217,189
208,219,189,208,216,188
208,219,189,208,216,188
214,215,188,209,217,189
208,219,189,208,216,189
214,222,188,210,218,190
208,215,191,209,216,189
214,220,189,209,217,189
213,219,188,209,217,190
214,217,191,209,217,190
213,219,188,208,216,189
214,220,191,211,219,192
208,219,189,208,216,189
208,219,189,208,216,189
214,220,193,211,219,191
208,219,189,208,216,188
213,219,188,209,217,189
214,219,189,209,217,189
214,224,195,212,219,192
214,215,188,209,217,190
214,222,188,210,218,190
208,219,189,209,216,189
214,222,191,210,218,190
211,217,191,209,217,190
208,215,191,208,216,188
214,215,188,209,217,189
214,220,193,210,218,191
211,221,191,208,216,189
208,215,191,208,216,189
211,215,191,209,217,189
201,212,184,203,210,183
214,222,191,209,217,190
214,215,188,209,217,189
